#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Mannheimia haemolytica,Bacteria;Proteobacteria;Gammaproteobacteria,191,SAMN07537192,PRJNA172854,GCA_002285575.1,Complete,2.75708,41.1017,chromosome:NZ_CP023044.1/CP023044.1; plasmid pL.24464.X.191:NZ_CP023045.1/CP023045.1,,2,2675,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/575/GCA_002285575.1_ASM228557v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/575/GCF_002285575.1_ASM228557v1
Maribacter cobaltidurans,Bacteria;FCB group;Bacteroidetes/Chlorobi group,B1,SAMN07514628,PRJNA398646,GCA_002269385.1,Complete,4.63996,39.7,chromosome:NZ_CP022957.1/CP022957.1,,1,4033,2017-08-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/385/GCA_002269385.1_ASM226938v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/385/GCF_002269385.1_ASM226938v1
Maribellus comscasis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,WC007,SAMN13382260,PRJNA591472,GCA_009762775.1,Complete,7.81131,38.4,chromosome:NZ_CP046401.1/CP046401.1,,1,6225,2019-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/775/GCA_009762775.1_ASM976277v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/762/775/GCF_009762775.1_ASM976277v1
Marichromatium purpuratum 984,Bacteria;Proteobacteria;Gammaproteobacteria,984,SAMN02256540,PRJNA62513,GCA_000224005.3,Complete,3.77911,67.9,chromosome:NZ_CP007031.1/CP007031.1,,1,3232,2014-01-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/005/GCA_000224005.3_ASM22400v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/005/GCF_000224005.2_ASM22400v3
Maridesulfovibrio salexigens DSM 2638,Bacteria;Proteobacteria;delta/epsilon subdivisions,DSM 2638,SAMN00001870,PRJNA29541,GCA_000023445.1,Complete,4.28985,47.1,chromosome:NC_012881.1/CP001649.1,,1,3807,2009-06-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/445/GCA_000023445.1_ASM2344v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/445/GCF_000023445.1_ASM2344v1
Mariniblastus fucicola,Bacteria;PVC group;Planctomycetes,FC18,SAMN10980025,PRJNA485700,GCA_008087665.1,Complete,6.57084,53.4,chromosome:NZ_CP042912.1/CP042912.1,,1,4871,2019-08-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/087/665/GCA_008087665.1_ASM808766v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/087/665/GCF_008087665.1_ASM808766v1
Marinicauda algicola,Bacteria;Proteobacteria;Alphaproteobacteria,RMAR8-3,SAMN17980852,PRJNA702823,GCA_017161425.1,Complete,3.42485,68.2,chromosome:NZ_CP071057.1/CP071057.1,,1,3307,2021-03-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/161/425/GCA_017161425.1_ASM1716142v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/161/425/GCF_017161425.1_ASM1716142v1
Mariniplasma anaerobium,Bacteria;Terrabacteria group;Tenericutes,Mahy22,SAMD00227922,PRJDB9849,GCA_016865445.1,Complete,1.89863,30.0966,chromosome:NZ_AP024412.1/AP024412.1; plasmid pAa22_1:NZ_AP024413.1/AP024413.1,,2,1745,2021-01-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/865/445/GCA_016865445.1_ASM1686544v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/865/445/GCF_016865445.1_ASM1686544v1
Marinithermus hydrothermalis DSM 14884,Bacteria;Terrabacteria group;Deinococcus-Thermus,DSM 14884,SAMN00713602,PRJNA50827,GCA_000195335.1,Complete,2.26917,68.1,chromosome:NC_015387.1/CP002630.1,,1,2185,2011-04-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/335/GCA_000195335.1_ASM19533v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/335/GCF_000195335.1_ASM19533v1
Marinitoga piezophila KA3,Bacteria;Thermotogae;Thermotogae,KA3,SAMN02261422,PRJNA66025,GCA_000255135.1,Complete,2.24479,29.1839,chromosome:NC_016751.1/CP003257.1; plasmid pMARPI01:NC_016748.1/CP003258.1,,2,2037,2012-01-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/135/GCA_000255135.1_ASM25513v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/135/GCF_000255135.1_ASM25513v1
Marinobacter nauticus ATCC 49840,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 49840,SAMEA2272383,PRJEA91119,GCA_000284615.1,Complete,3.98948,57.4,chromosome:NC_017067.1/FO203363.1,,1,3591,2012-03-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/615/GCA_000284615.1_ASM28461v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/615/GCF_000284615.1_ASM28461v1
Marinobacterium georgiense,Bacteria;Proteobacteria;Gammaproteobacteria,IC961,SAMN07302604,PRJNA392473,GCA_017310015.1,Complete,4.05329,55.3,chromosome:NZ_CP022297.1/CP022297.1,,1,3678,2021-03-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/310/015/GCA_017310015.1_ASM1731001v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/310/015/GCF_017310015.1_ASM1731001v1
Marinomonas posidonica IVIA-Po-181,Bacteria;Proteobacteria;Gammaproteobacteria,IVIA-Po-181,SAMN00713622,PRJNA52545,GCA_000214215.1,Complete,3.89994,44.3,chromosome:NC_015559.1/CP002771.1,,1,3485,2011-05-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/215/GCA_000214215.1_ASM21421v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/215/GCF_000214215.1_ASM21421v1
Mariprofundus aestuarium,Bacteria;Proteobacteria;Zetaproteobacteria,CP-5,SAMN06046392,PRJNA354470,GCA_002795805.1,Complete,2.53761,51.5,chromosome:NZ_CP018799.1/CP018799.1,,1,2377,2017-11-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/795/805/GCA_002795805.1_ASM279580v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/805/GCF_002795805.1_ASM279580v1
Marisediminicola antarctica,Bacteria;Terrabacteria group;Actinobacteria,ZS314,SAMN05727966,PRJNA341757,GCA_009930795.1,Complete,3.35261,67.2,chromosome:NZ_CP017146.1/CP017146.1,,1,3039,2020-01-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/930/795/GCA_009930795.1_ASM993079v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/930/795/GCF_009930795.1_ASM993079v1
Marivirga tractuosa DSM 4126,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 4126,SAMN00138949,PRJNA37901,GCA_000183425.1,Complete,4.51649,35.5046,chromosome:NC_014759.1/CP002349.1; plasmid pFTRAC01:NC_014750.1/CP002350.1,,2,3735,2010-11-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/425/GCA_000183425.1_ASM18342v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/425/GCF_000183425.1_ASM18342v1
Martelella mediterranea DSM 17316,Bacteria;Proteobacteria;Alphaproteobacteria,MACL11,SAMN02441730,PRJNA362295,GCA_002043005.1,Complete,5.69307,62.3845,chromosome:NZ_CP020330.1/CP020330.1; plasmid pMM170:NZ_CP020333.1/CP020333.1; plasmid pMM259:NZ_CP020332.1/CP020332.1; plasmid pMM593:NZ_CP020331.1/CP020331.1,,4,5128,2017-03-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/043/005/GCA_002043005.1_ASM204300v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/043/005/GCF_002043005.1_ASM204300v1
Massilia putida,Bacteria;Proteobacteria;Betaproteobacteria,6NM-7,SAMN06191485,PRJNA359387,GCA_001941825.1,Complete,7.52302,65.5009,chromosome:NZ_CP019038.1/CP019038.1; plasmid unnamed1:NZ_CP019036.1/CP019036.1; plasmid unnamed2:NZ_CP019037.1/CP019037.1,,3,6422,2017-01-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/825/GCA_001941825.1_ASM194182v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/825/GCF_001941825.1_ASM194182v1
Massilistercora timonensis,Bacteria;Terrabacteria group;Firmicutes,Marseille-P3756,SAMEA104651889,PRJEB24953,GCA_900312975.1,Complete,2.76959,51.2,chromosome contig00001:NZ_LT990039.1/LT990039.1,,1,2640,2018-03-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/312/975/GCA_900312975.1_PRJEB24953,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/312/975/GCF_900312975.1_PRJEB24953
Megamonas hypermegale,Bacteria;Terrabacteria group;Firmicutes,NCTC10570,SAMEA4364220,PRJEB6403,GCA_900187035.1,Complete,2.23034,33.8,chromosome 1:NZ_LT906446.1/LT906446.1,,1,2053,2017-08-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/035/GCA_900187035.1_50279_G02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/035/GCF_900187035.1_50279_G02
Megasphaera elsdenii,Bacteria;Terrabacteria group;Firmicutes,NCIMB702410,SAMN08639722,PRJNA437124,GCA_003006415.1,Complete,2.56619,52.7,chromosome:NZ_CP027569.1/CP027569.1,,1,2291,2018-03-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/006/415/GCA_003006415.1_ASM300641v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/415/GCF_003006415.1_ASM300641v1
Meiothermus silvanus DSM 9946,Bacteria;Terrabacteria group;Deinococcus-Thermus,DSM 9946,SAMN02598469,PRJNA29551,GCA_000092125.1,Complete,3.72167,62.7494,chromosome:NC_014212.1/CP002042.1; plasmid pMESIL01:NC_014213.1/CP002043.1; plasmid pMESIL02:NC_014214.1/CP002044.1,,3,3507,2010-05-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/125/GCA_000092125.1_ASM9212v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/125/GCF_000092125.1_ASM9212v1
Melaminivora jejuensis,Bacteria;Proteobacteria;Betaproteobacteria,KACC 19629,SAMN24045431,PRJNA789031,GCA_021249385.1,Complete,3.66876,67.5,chromosome:NZ_CP089742.1/CP089742.1,,1,3217,2021-12-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/249/385/GCA_021249385.1_ASM2124938v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/249/385/GCF_021249385.1_ASM2124938v1
Melioribacter roseus P3M-2,Bacteria;FCB group;Bacteroidetes/Chlorobi group,P3M-2,SAMN02603097,PRJNA165865,GCA_000279145.1,Complete,3.30041,41.3,chromosome:NC_018178.1/CP003557.1,,1,2864,2012-07-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/279/145/GCA_000279145.1_ASM27914v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/279/145/GCF_000279145.1_ASM27914v1
Melittangium boletus DSM 14713,Bacteria;Proteobacteria;delta/epsilon subdivisions,DSM 14713,SAMN06850203,PRJNA189498,GCA_002305855.1,Complete,9.91044,68.4,chromosome:NZ_CP022163.1/CP022163.1,,1,7972,2017-09-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/305/855/GCA_002305855.1_ASM230585v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/305/855/GCF_002305855.1_ASM230585v1
Mesoflavibacter profundi,Bacteria;FCB group;Bacteroidetes/Chlorobi group,YC1039,SAMN16131505,PRJNA663281,GCA_014764305.1,Complete,3.0882,31.2,chromosome:NZ_CP061703.1/CP061703.1,,1,2726,2020-09-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/764/305/GCA_014764305.1_ASM1476430v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/764/305/GCF_014764305.1_ASM1476430v1
Mesoplasma florum L1,Bacteria;Terrabacteria group;Tenericutes,L1; ATCC 33453,SAMN03081416,PRJNA10650,GCA_000008305.1,Complete,0.793224,27,chromosome:NC_006055.1/AE017263.1,,1,684,2004-07-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/305/GCA_000008305.1_ASM830v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/305/GCF_000008305.1_ASM830v1
Mesorhizobium opportunistum WSM2075,Bacteria;Proteobacteria;Alphaproteobacteria,WSM2075,SAMN02232036,PRJNA33861,GCA_000176035.2,Complete,6.88444,62.9,chromosome:NC_015675.1/CP002279.1,,1,6462,2011-06-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/035/GCA_000176035.2_ASM17603v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/035/GCF_000176035.2_ASM17603v2
Mesotoga prima MesG1.Ag.4.2,Bacteria;Thermotogae;Thermotogae,MesG1.Ag.4.2,SAMN00025417,PRJNA48995,GCA_000147715.3,Complete,2.97595,45.4977,chromosome:NC_017934.1/CP003532.1; plasmid pTHEBA.01:NC_017935.1/CP003533.1,,2,2594,2012-05-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/715/GCA_000147715.3_ASM14771v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/715/GCF_000147715.2_ASM14771v3
Metabacillus sediminilitoris,Bacteria;Terrabacteria group;Firmicutes,DSL-17,SAMN13336233,PRJNA559665,GCA_009720625.1,Complete,5.60254,36,chromosome:NZ_CP046266.1/CP046266.1,,1,5086,2019-11-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/720/625/GCA_009720625.1_ASM972062v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/720/625/GCF_009720625.1_ASM972062v1
Methylacidiphilum infernorum V4,Bacteria;PVC group;Verrucomicrobia,V4,SAMN02604183,PRJNA28995,GCA_000019665.1,Complete,2.28715,45.5,chromosome:NC_010794.1/CP000975.1,,1,2024,2008-05-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/665/GCA_000019665.1_ASM1966v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/665/GCF_000019665.1_ASM1966v1
Methylibium petroleiphilum PM1,Bacteria;Proteobacteria;Betaproteobacteria,PM1,SAMN02598264,PRJNA10789,GCA_000015725.1,Complete,4.64364,68.7869,chromosome:NC_008825.1/CP000555.1; plasmid RPME01:NC_008826.1/CP000556.1,,2,4438,2007-01-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/725/GCA_000015725.1_ASM1572v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/725/GCF_000015725.1_ASM1572v1
Methylobacillus flagellatus KT,Bacteria;Proteobacteria;Betaproteobacteria,KT,SAMN02598256,PRJNA10647,GCA_000013705.1,Complete,2.97152,55.7,chromosome:NC_007947.1/CP000284.1,,1,2785,2006-04-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/705/GCA_000013705.1_ASM1370v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/705/GCF_000013705.1_ASM1370v1
Methylobacterium radiotolerans JCM 2831,Bacteria;Proteobacteria;Alphaproteobacteria,JCM 2831,SAMN00000277,PRJNA18817,GCA_000019725.1,Complete,6.89911,71.0375,chromosome:NC_010505.1/CP001001.1; plasmid pMRAD01:NC_010510.1/CP001002.1; plasmid pMRAD02:NC_010509.1/CP001003.1; plasmid pMRAD03:NC_010514.1/CP001004.1; plasmid pMRAD04:NC_010517.1/CP001005.1; plasmid pMRAD05:NC_010518.1/CP001006.1; plasmid pMRAD06:NC_010502.1/CP001007.1; plasmid pMRAD07:NC_010504.1/CP001008.1; plasmid pMRAD08:NC_010507.1/CP001009.1,,9,6390,2008-03-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/725/GCA_000019725.1_ASM1972v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/725/GCF_000019725.1_ASM1972v1
Methylocaldum marinum,Bacteria;Proteobacteria;Gammaproteobacteria,S8,SAMD00066775,PRJDB5306,GCA_003584645.1,Complete,6.08892,58.7,chromosome:NZ_AP017928.1/AP017928.1,,1,5314,2017-09-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/584/645/GCA_003584645.1_ASM358464v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/584/645/GCF_003584645.1_ASM358464v1
Methyloceanibacter caenitepidi,Bacteria;Proteobacteria;Alphaproteobacteria,Gela4,SAMD00019677,PRJDB3104,GCA_000828475.1,Complete,3.42496,62.8,chromosome:NZ_AP014648.1/AP014648.1,,1,3251,2015-01-06T23:07:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/475/GCA_000828475.1_ASM82847v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/475/GCF_000828475.1_ASM82847v1
Methylocella silvestris BL2,Bacteria;Proteobacteria;Alphaproteobacteria,BL2,SAMN00000045,PRJNA20635,GCA_000021745.1,Complete,4.30543,63.1,chromosome:NC_011666.1/CP001280.1,,1,3834,2008-12-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/745/GCA_000021745.1_ASM2174v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/745/GCF_000021745.1_ASM2174v1
Methylococcus capsulatus str. Bath,Bacteria;Proteobacteria;Gammaproteobacteria,Bath,SAMN02603968,PRJNA21,GCA_000008325.1,Complete,3.30456,63.6,chromosome:NC_002977.6/AE017282.2,,1,2980,2001-06-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/325/GCA_000008325.1_ASM832v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/325/GCF_000008325.1_ASM832v1
Methylocystis parvus,Bacteria;Proteobacteria;Alphaproteobacteria,BRCS2,SAMN12748973,PRJNA565504,GCA_009685195.1,Complete,4.52904,63.3872,chromosome:NZ_CP044331.1/CP044331.1; plasmid unnamed1:NZ_CP044332.1/CP044332.1; plasmid unnamed2:NZ_CP044333.1/CP044333.1,,3,4214,2019-11-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/685/195/GCA_009685195.1_ASM968519v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/685/195/GCF_009685195.1_ASM968519v1
Methylogaea oryzae,Bacteria;Proteobacteria;Gammaproteobacteria,E10,SAMD00172921,PRJDB8373,GCA_019669985.1,Complete,4.01882,63.2,chromosome:NZ_AP019782.1/AP019782.1,,1,3508,2021-06-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/669/985/GCA_019669985.1_ASM1966998v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/669/985/GCF_019669985.1_ASM1966998v1
Methylomagnum ishizawai,Bacteria;Proteobacteria;Gammaproteobacteria,RS11D-Pr,SAMD00172935,PRJDB8374,GCA_019670005.1,Complete,5.1995,63.4472,chromosome:NZ_AP019783.1/AP019783.1; plasmid pRS11DPr1:NZ_AP019784.1/AP019784.1; plasmid pRS11DPr2:NZ_AP019785.1/AP019785.1; plasmid pRS11DPr3:NZ_AP019786.1/AP019786.1; plasmid pRS11DPr4:NZ_AP019787.1/AP019787.1; plasmid pRS11DPr5:NZ_AP019788.1/AP019788.1; plasmid pRS11DPr6:NZ_AP019789.1/AP019789.1; plasmid pRS11DPr7:NZ_AP019790.1/AP019790.1,,8,4546,2021-06-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/670/005/GCA_019670005.1_ASM1967000v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/670/005/GCF_019670005.1_ASM1967000v1
Methylomonas methanica MC09,Bacteria;Proteobacteria;Gammaproteobacteria,MC09,SAMN00713628,PRJNA53917,GCA_000214665.1,Complete,5.05168,51.3,chromosome:NC_015572.1/CP002738.1,,1,4467,2011-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/665/GCA_000214665.1_ASM21466v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/665/GCF_000214665.1_ASM21466v1
Methylomusa anaerophila,Bacteria;Terrabacteria group;Firmicutes,MMFC1,SAMD00106843,PRJDB6491,GCA_003966895.1,Complete,4.7812,46.6,chromosome:NZ_AP018449.1/AP018449.1,,1,4145,2018-09-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/966/895/GCA_003966895.1_ASM396689v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/895/GCF_003966895.1_ASM396689v1
Methylophaga frappieri,Bacteria;Proteobacteria;Gammaproteobacteria,JAM7,SAMN02603343,PRJNA84459,GCA_000260965.1,Complete,2.74529,47.9185,chromosome:NC_017856.1/CP003380.1; plasmid unnamed:NC_017858.1/CP003381.1,,2,2578,2012-05-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/965/GCA_000260965.1_ASM26096v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/965/GCF_000260965.1_ASM26096v1
Methyloradius palustris,Bacteria;Proteobacteria;Betaproteobacteria,Zm11,SAMD00252853,PRJDB10664,GCA_019703875.1,Complete,2.80041,46.4,chromosome:NZ_AP024110.1/AP024110.1,,1,2584,2021-07-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/703/875/GCA_019703875.1_ASM1970387v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/703/875/GCF_019703875.1_ASM1970387v1
Methylorubrum extorquens AM1,Bacteria;Proteobacteria;Alphaproteobacteria,DM4,SAMEA3138288,PRJNA16093,GCA_000083545.1,Complete,6.12385,68.0076,chromosome:NC_012988.1/FP103042.2; plasmid p1METDI:NC_012987.1/FP103043.1; plasmid p2METDI:NC_012989.1/FP103044.1,,3,5526,2009-07-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/083/545/GCA_000083545.1_ASM8354v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/083/545/GCF_000083545.1_ASM8354v1
Methylotenera mobilis JLW8,Bacteria;Proteobacteria;Betaproteobacteria,JLW8,SAMN00017443,PRJNA33319,GCA_000023705.1,Complete,2.54757,45.5,chromosome:NC_012968.1/CP001672.1,,1,2323,2009-07-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/705/GCA_000023705.1_ASM2370v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/705/GCF_000023705.1_ASM2370v1
Methylotuvimicrobium alcaliphilum 20Z,Bacteria;Proteobacteria;Gammaproteobacteria,20Z,SAMEA3283107,PRJEA73721,GCA_000968535.1,Complete,4.79671,48.7,chromosome:NC_016112.1/FO082060.1; plasmid MEALZ_p:NC_016108.1/FO082061.1,,2,3962,2011-10-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/535/GCA_000968535.1_ASM96853v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/535/GCF_000968535.2_ASM96853v1
Methylovirgula ligni,Bacteria;Proteobacteria;Alphaproteobacteria,BW863,SAMN08095357,PRJNA419673,GCA_004135935.1,Complete,3.29859,62.3,chromosome:NZ_CP025086.1/CP025086.1,,1,3143,2019-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/135/935/GCA_004135935.1_ASM413593v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/935/GCF_004135935.1_ASM413593v1
Methylovorus glucosetrophus SIP3-4,Bacteria;Proteobacteria;Betaproteobacteria,SIP3-4,SAMN02598498,PRJNA33241,GCA_000023745.1,Complete,3.08201,54.6472,chromosome:NC_012969.1/CP001674.1; plasmid pMsip01:NC_012970.1/CP001675.1; plasmid pMsip02:NC_012972.1/CP001676.1,,3,2885,2009-07-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/745/GCA_000023745.1_ASM2374v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/745/GCF_000023745.1_ASM2374v1
Methylovulum psychrotolerans,Bacteria;Proteobacteria;Gammaproteobacteria,HV10_M2,SAMN07256813,PRJNA391059,GCA_002209385.1,Complete,4.9234,50.9,chromosome:NZ_CP022129.1/CP022129.1,,1,4351,2017-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/385/GCA_002209385.1_ASM220938v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/385/GCF_002209385.1_ASM220938v1
Micavibrio aeruginosavorus ARL-13,Bacteria;Proteobacteria;Alphaproteobacteria,ARL-13,SAMN02604252,PRJNA49751,GCA_000226315.1,Complete,2.48198,54.7,chromosome:NC_016026.1/CP002382.1,,1,2299,2011-09-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/315/GCA_000226315.1_ASM22631v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/315/GCF_000226315.1_ASM22631v1
Microbacterium resistens,Bacteria;Terrabacteria group;Actinobacteria,MZT7,SAMN21165868,PRJNA759364,GCA_021172025.1,Complete,4.01135,71.3,chromosome:NZ_CP082781.1/CP082781.1,,1,3712,2021-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/172/025/GCA_021172025.1_ASM2117202v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/172/025/GCF_021172025.1_ASM2117202v1
